product_id,id,name,brand,category,price,cpu,gpu,ram,storage_type,storage_capacity,display,has_embedding
"68ca54d976a72c2aed452eef",142,"IdeaPad Slim 3 15IRH10 - 83K1000JVN","Lenovo","Văn phòng",17990000,"Intel® Core™ i7-13620H (2.4 GHz - 4.9GHz, 24MB, 10 nhân, 16 luồng)","Onboard graphics   () + Intel UHD Graphics","16GB (8GB + 8GB Onboard)","","","15.3"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452f06",165,"ThinkPad X13 Gen 5 - 21LU004SVN","Lenovo","Văn phòng",35490000,"Intel® Core™ Ultra 5-125U (1.3 GHz - 4.3 GHz, 12MB, 12 nhân, 14 luồng)","Onboard graphics   () + Intel® Graphics","32GB Onboard","","","13.3"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452f13",178,"Swift X 14 AI SFX14-72G-79UW","Acer","Văn phòng",52490000,"Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz, 24MB, 16 nhân, 22 luồng)","GeForce RTX™ 4070 8GB GDDR6 () + Intel® Arc™ Graphics","32GB Onboard","","","14.5"" OLED (2880 x 1800), 120Hz",1
"68ca54d976a72c2aed452f34",211,"Sword 16 HX B14VEKG-459VN","Msi","Gaming",32990000,"Intel® Core™ i7-14700HX (2.1 GHz - 5.5 GHz, 33MB, 20 nhân, 28 luồng)","GeForce RTX™ 4050 6GB GDDR6 (194 AI TOPs) + Intel® UHD Graphics 770","2 x 8GB","","","16"" IPS (1920 x 1200), 144Hz",1
"68ca54d976a72c2aed452ef1",144,"XPS 9350 - PP9H1","Dell","Doanh nghiệp",64990000,"Intel® Core™ Ultra 7-258V (2.2 GHz - 4.8 GHz, 12MB, 8 nhân, 8 luồng)","Onboard graphics   () + Intel® Arc™ Graphics 140V","32GB Onboard","","","13.4"" WVA (2560 x 1600), 120Hz",1
"68ca54d976a72c2aed452f63",258,"Nitro 5 Tiger AN515-58-5935 (NH.QLZSV.001)","Acer","Gaming",21890000,"Intel® Core™ i5-12450H (2.0 GHz - 4.4 GHz, 12MB, 8 nhân, 12 luồng)","GeForce RTX™ 4050 6GB GDDR6 (194 AI TOPs) + Intel® UHD Graphics","1 x 8GB","","","15.6"" IPS (1920 x 1080), 144Hz",1
"68ca54d976a72c2aed452eec",139,"IdeaPad Slim 3 16IRH10 - 83K20002VN","Lenovo","Văn phòng",15190000,"Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz, 12MB, 8 nhân, 12 luồng)","Onboard graphics   () + Intel® UHD Graphics","16GB (8GB + 8GB Onboard)","","","16"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452ef9",152,"Nitro V 15 ProPanel ANV15-51-56D5","Acer","Gaming",21990000,"Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz, 12MB, 8 nhân, 12 luồng)","GeForce RTX™ 3050 6GB GDDR6 (143 AI TOPs) + Intel® Iris® Xe Graphics","1 x 16GB","","","15.6"" IPS (1920 x 1080), 180Hz",1
"68ca54d976a72c2aed452ee6",133,"Aspire Lite 16 AL16-51P-72S2","Acer","Văn phòng",15290000,"Intel® Core™ i7-1255U (3.5 GHz - 4.7 GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","1 x 16GB","","","16"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452f0a",169,"Swift 14 AI SF14-51-75VP","Acer","Văn phòng",36490000,"Intel® Core™ Ultra 7-258V (2.2 GHz - 4.8 GHz, 12MB, 8 nhân, 8 luồng)","Onboard graphics   () + Intel® Arc™ Graphics 140V","32GB Onboard","","","14"" OLED (2880 x 1800), 90Hz",1
"68ca54d976a72c2aed452f69",264,"Modern 15 B13M-438VN","Msi","Văn phòng",11990000,"Intel® Core™ i5-1335U (1.3 GHz - 4.6 GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","8GB Onboard","","","15.6"" IPS (1920 x 1080), 60Hz",1
"68ca54d976a72c2aed452ee2",129,"Vector 16 HX AI A2XWHG-010VN","Msi","Gaming",48990000,"Intel® Core™ Ultra 7-255HX (2.4 GHz - 5.2 GHz, 36MB, 14 nhân, 20 luồng)","GeForce RTX™ 5070Ti 12GB GDDR7 (992 AI TOPs) + Intel® Arc™ Graphics","2 x 8GB","","","16"" IPS (2560 x 1600), 240Hz",1
"68ca54d976a72c2aed452f19",184,"Prestige 14 AI Studio C1VEG-056VN","Msi","Gaming",34390000,"Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz, 24MB, 16 nhân, 22 luồng)","GeForce RTX™ 4050 6GB GDDR6 (194 AI TOPs) + Intel® Arc™ Graphics","2 x 16GB","","","14"" IPS (2880 x 1800)",1
"68ca54d976a72c2aed452f08",167,"ThinkPad E16 Gen 2 - 21MA004PVN","Lenovo","Văn phòng",30990000,"Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz, 24MB, 16 nhân, 22 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","2 x 16GB","","","16"" IPS (2560 x 1600), 60Hz",1
"68ca54d976a72c2aed452f0e",173,"Swift Lite 14 AI SFL14-51M-78XZ","Acer","Văn phòng",20990000,"Intel® Core™ Ultra 7-155U (1.7 GHz - 4.8 GHz, 12MB, 12 nhân, 14 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","2 x 8GB","","","14"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452f1a",185,"Prestige 14 AI Studio C1UDXG-058VN","Msi","Gaming",28490000,"Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz, 24MB, 16 nhân, 22 luồng)","GeForce RTX™ 3050 6GB GDDR6 (143 AI TOPs) + Intel® Arc™ Graphics","1 x 16GB","","","14"" IPS (1920 x 1200)",1
"68ca54d976a72c2aed452f0f",174,"Cyborg 14 A13UDX-099VN","Msi","Gaming",23990000,"Intel Core i7-13620H (2.4 GHz - 4.9GHz, 24MB, 10 nhân, 16 luồng)","GeForce RTX™ 3050 6GB GDDR6 (143 AI TOPs) + Intel® UHD Graphics 770","2 x 8GB","","","14"" IPS (1920 x 1200), 144Hz",1
"68ca54d976a72c2aed452f1f",190,"Swift Go AI OLED SFG14-73-57FZ","Acer","Văn phòng",23290000,"Intel® Core™ Ultra 5-125H (3.6 GHz - 4.5 GHz, 18MB, 14 nhân, 18 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","16GB Onboard","","","14"" OLED (2880 x 1800), 90Hz",1
"68ca54d976a72c2aed452f43",226,"Gaming G15 5530 (G15-5530-i7H161W11GR4060)","Dell","Gaming",36890000,"Intel® Core™ i7-13650HX (2.6 GHz - 4.9 GHz, 24MB, 14 nhân, 20 luồng)","GeForce RTX™ 4060 8GB GDDR6 (233 AI TOPS) + Intel® UHD Graphics 710","1 x 16GB","","","15.6""  (1920 x 1080), 165Hz",1
"68ca54d976a72c2aed452f4b",234,"Prestige 16 AI Studio B1VFG-082VN","Msi","Gaming",53290000,"Intel® Core™ Ultra 9-185H (3.9 GHz - 5.1 GHz, 24MB, 16 nhân, 22 luồng)","GeForce RTX™ 4060 8GB GDDR6 (233 AI TOPS) + Intel® Arc™ Graphics","32GB Onboard","","","16"" OLED (3840 x 2400)",1
"68ca54d976a72c2aed452f51",240,"Yoga Book 9 13IMU9 - 83FF001SVN","Lenovo","Gaming",65990000,"Intel® Core™ Ultra 7-155U (1.7 GHz - 4.8 GHz, 12MB, 12 nhân, 14 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","32GB Onboard","","","13.3"" IPS (2880 x 1800), 60Hz",1
"68ca54d976a72c2aed452f5a",249,"Aspire 7 A715-76-53PJ (NH.QGESV.007)","Acer","Văn phòng",17990000,"Intel® Core™ i5-12450H (2.0 GHz - 4.4 GHz, 18MB, 8 nhân, 12 luồng)","Onboard graphics   () + Intel® UHD Graphics","2 x 8GB","","","15.6"" IPS (1920 x 1080), 60Hz",1
"68ca54d976a72c2aed452f57",246,"Cyborg 15 AI A1VEK-053VN","Msi","Gaming",27990000,"Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz, 24MB, 16 nhân, 22 luồng)","GeForce RTX™ 4050 6GB GDDR6 (194 AI TOPs) + Intel® Arc™ Graphics","2 x 8GB","","","15.6"" IPS (1920 x 1080)",1
"68ca54d976a72c2aed452efb",154,"IdeaPad Slim 3 14IRH10 - 83K0004JVN","Lenovo","Văn phòng",15690000,"Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz, 12MB, 8 nhân, 12 luồng)","Onboard graphics   () + Intel UHD Graphics","16GB (8GB + 8GB Onboard)","","","14"" IPS (1920 x 1200)",1
"68ca54d976a72c2aed452f4c",235,"Swift Go AI 2024 Gen 2 SFG14-73-71ZX","Acer","Văn phòng",25290000,"Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz, 24MB, 16 nhân, 22 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","1 x 16GB","","","14"" IPS (2880 x 1800), 120Hz",1
"68ca54d976a72c2aed452f14",179,"Swift X 14 AI SFX14-72G-708X","Acer","Văn phòng",46190000,"Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz, 24MB, 16 nhân, 22 luồng)","GeForce RTX™ 4060 8GB GDDR6 () + Intel® Arc™ Graphics","32GB Onboard","","","14.5"" OLED (2880 x 1800), 120Hz",1
"68ca54d976a72c2aed452f23",194,"Nitro V 15 ProPanel ANV15-41-R7AP","Acer","Gaming",17490000,"AMD Ryzen™ 5 7535HS (3.3 GHz - 4.55 GHz, 16MB, 6 nhân, 12 luồng)","GeForce RTX™ 2050 4GB GDDR6 (104 AI TOPs) + AMD Radeon 660M","2 x 8GB","","","15.6"" IPS (1920 x 1080), 180Hz",1
"68ca54d976a72c2aed452f32",209,"Inspiron 15 3530 N3530-i5U165W11SLU","Dell","Văn phòng",17990000,"Intel® Core™ i5-1334U (1.3 GHz - 4.6 GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® UHD Graphics","2 x 8GB","","","15.6"" WVA (1920 x 1080), 120Hz",1
"68ca54d976a72c2aed452f48",231,"Inspiron 5440 G14 -  N4I5211W1","Dell","Văn phòng",20190000,"Intel® Core™ 5 120U (1.4 GHz - 5.0 GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","2 x 8GB","","","14"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452f42",225,"Legion Pro 7 16IRX9H - 83DE001NVN","Lenovo","Gaming",83990000,"Intel® Core™ i9-14900HX (2.2 GHz - 5.8 GHz, 36MB, 24 nhân, 32 luồng)","GeForce RTX™ 4080 12GB GDDR6 (542 AI TOPS) + Intel® UHD Graphics 770","2 x 16GB","","","16"" IPS (2560 x 1600), 240Hz",1
"68ca54d976a72c2aed452f58",247,"Nitro V ANV15-51-55CA (NH.QN8SV.004)","Acer","Gaming",26490000,"Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz, 12MB, 8 nhân, 12 luồng)","GeForce RTX™ 4050 6GB GDDR6 (194 AI TOPs) + Intel® Iris® Xe Graphics","2 x 8GB","","","15.6"" IPS (1920 x 1080), 144Hz",1
"68ca54d976a72c2aed452f0d",172,"Stealth A16 AI+ A3XVGG - 208VN","Msi","Gaming",68990000,"AMD Ryzen™ AI 9 HX 370 (5.1 GHz, 24MB, 12 nhân, 24 luồng)","GeForce RTX™ 4070 8GB GDDR6 (321 AI TOPs) + AMD Radeon™ 890M","32GB Onboard","","","16""  (3840 x 2400), 120Hz",1
"68ca54d976a72c2aed452f65",260,"Prestige 13 Evo A13M -081VN","Msi","Gaming",17990000,"Intel® Core™ i7-1360P (2.2 GHz - 5.0 GHz, 18MB, 12 nhân, 16 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","16GB Onboard","","","13.3"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452ef8",151,"Aspire Lite 15 AL15-41P-R3U5","Acer","Văn phòng",11990000,"AMD Ryzen™ 7 5700U (1.8 GHz - 4.3 GHz, 8MB, 8 nhân, 16 luồng)","Onboard graphics   () + AMD Radeon Graphics","1 x 16GB","","","15.6"" IPS (1920 x 1080), 60Hz",1
"68ca54d976a72c2aed452f0b",170,"ThinkPad T14s Gen 5 - 21LS0062VN","Lenovo","Văn phòng",43990000,"Intel® Core™ Ultra 7-155U (1.7 GHz - 4.8 GHz, 12MB, 12 nhân, 14 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","32GB Onboard","","","14"" OLED (2880 x 1800), 120Hz",1
"68ca54d976a72c2aed452f17",182,"Swift X 14 OLED SFX14-72G-77F9","Acer","Gaming",43790000,"Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz, 24MB, 16 nhân, 22 luồng)","GeForce RTX™ 4050 6GB GDDR6 (194 AI TOPs) + Intel® UHD Graphics","32GB Onboard","","","14.5"" OLED (2880 x 1800), 120Hz",1
"68ca54d976a72c2aed452f5c",251,"Aspire 5 A514-56P-742F (NX.KHRSV.005)","Acer","Văn phòng",15690000,"Intel® Core™ i7-1355U (1.7 GHz - 5.0 GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","16GB","","","14"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452f04",163,"Prestige 16 AI+ Evo B2VMG-016VN","Msi","Văn phòng",43190000,"Intel® Core™ Ultra 9-288V (3.3 GHz - 5.1 GHz, 12MB, 8 nhân, 8 luồng)","Onboard graphics   () + Intel® Arc™ Graphics 140V","32GB Onboard","","","16"" OLED (3840 x 2400), 60Hz",1
"68ca54d976a72c2aed452f07",166,"ThinkPad X13 Gen 5 - 21LU004NVN","Lenovo","Văn phòng",33290000,"Intel® Core™ Ultra 5-125U (1.3 GHz - 4.3 GHz, 12MB, 12 nhân, 14 luồng)","Onboard graphics   () + Intel® Graphics","16GB Onboard","","","13.3"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452eea",137,"IdeaPad Slim 3 16IRH10 - 83K20004VN","Lenovo","Văn phòng",18990000,"Intel® Core™ i7-13620H (2.4 GHz - 4.9 GHz, 24MB, 10 nhân, 16 luồng)","Onboard graphics   () + Intel® UHD Graphics 770","24GB (16GB + 8GB Onboard)","","","16"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452f02",161,"IdeaPad Slim 5 14Q8X9 - 83HL000KVN","Lenovo","Văn phòng",17990000,"Snapdragon X1P 42 100 (3.2 GHz - 3.4 GHz, 30MB, 8 nhân, 8 luồng)","Onboard graphics   () + Qualcomm® Adreno™ GPU","16GB Onboard","","","14"" OLED (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452ef0",143,"Katana 15 B13UDXK-2269VN_16G","Msi","Gaming",22590000,"Intel Core i7-13620H (2.4 GHz - 4.9 GHz, 24MB, 10 nhân, 16 luồng)","GeForce RTX™ 3050 6GB GDDR6 (143 AI TOPs) + Intel® UHD Graphics","2 x 8GB","","","15.6"" IPS (1920 x 1080), 144Hz",1
"68ca54d976a72c2aed452efe",157,"Katana 15 B13VEK-2256VN","Msi","Gaming",24490000,"Intel® Core™ i7-13620H (2.4 GHz - 4.9GHz, 24MB, 10 nhân, 16 luồng)","GeForce RTX™ 4050 6GB GDDR6 (194 AI TOPs) + Intel UHD Graphics","2 x 8GB","","","15.6"" IPS (1920 x 1080), 144Hz",1
"68ca54d976a72c2aed452f0c",171,"Swift 14 AI SF14-51-53P9","Acer","Văn phòng",34090000,"Intel® Core™ Ultra 5-226V (3.5 GHz - 4.5 GHz, 8MB, 8 nhân, 8 luồng)","Onboard graphics   () + Intel® Arc™ Graphics 130V","16GB Onboard","","","14"" OLED (2880 x 1800), 90Hz",1
"68ca54d976a72c2aed452f15",180,"Modern 15 F13MG-082VN","Msi","Văn phòng",12990000,"Intel® Core™ i5-1335U (1.3 GHz - 4.6GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","2 x 8GB","","","15.6"" IPS (1920 x 1080), 60Hz",1
"68ca54d976a72c2aed452f03",162,"Prestige 13 AI+ Evo A2VMG-040VN","Msi","Văn phòng",36990000,"Intel® Core™ Ultra 7-258V (2.2 GHz - 4.8 GHz, 12MB, 8 nhân, 8 luồng)","Onboard graphics   () + Intel® Arc™ Graphics 140V","16GB Onboard","","","13.3"" OLED (2880 x 1800), 60Hz",1
"68ca54d976a72c2aed452efd",156,"Sword 16 HX B14VEKG-856VN","Msi","Gaming",32390000,"Intel® Core™ i7-14700HX (2.1 GHz - 5.5 GHz, 33MB, 20 nhân, 28 luồng)","GeForce RTX™ 4050 6GB GDDR6 (194 AI TOPs) + Intel UHD Graphics","2 x 8GB","","","16"" IPS (1920 x 1200), 165Hz",1
"68ca54d976a72c2aed452f21",192,"Cyborg 14 A13VE - 090VN","Msi","Gaming",24490000,"Intel® Core™ i7-13620H (2.4 GHz - 4.9GHz, 24MB, 10 nhân, 16 luồng)","GeForce RTX™ 4050 6GB GDDR6 (194 AI TOPs) + Intel® UHD Graphics 770","2 x 8GB","","","14"" IPS (1920 x 1200), 144Hz",1
"68ca54d976a72c2aed452f05",164,"Latitude 3450 L3450-1335U-16512W","Dell","Văn phòng",18590000,"Intel® Core™ i5-1335U (1.3 GHz - 4.6GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® UHD Graphics","2 x 8GB","","","14"" IPS (1920 x 1080), 60Hz",1
"68ca54d976a72c2aed452f5b",250,"Aspire 5 A514-56P-55K5 (NX.KHRSV.003)","Acer","Văn phòng",13990000,"Intel® Core™ i5-1335U (1.3 GHz - 4.6 GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® UHD Graphics","16GB","","","14"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452f33",210,"Stealth 14 AI Studio A1VFG-085VN","Msi","Gaming",45990000,"Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz, 24MB, 16 nhân, 22 luồng)","GeForce RTX™ 4060 8GB GDDR6 (233 AI TOPS) + Intel® Arc™ Graphics","2 x 16GB","","","14"" OLED (2880 x 1800), 120Hz",1
"68ca54d976a72c2aed452f41",224,"LOQ 15IAX9 - 83GS001SVN","Lenovo","Gaming",18990000,"Intel® Core™ i5-12450HX (2.4 GHz - 4.4 GHz, 12MB, 8 nhân, 12 luồng)","GeForce RTX™ 2050 4GB GDDR6 (104 AI TOPs) + Intel® UHD Graphics 710","1 x 12GB","","","15.6"" IPS (1920 x 1080), 144Hz",1
"68ca54d976a72c2aed452f1b",186,"Swift Lite 14 SFL14-51M-56HS","Acer","Văn phòng",17990000,"Intel® Core™ Ultra 5-125U (1.3 GHz - 4.3 GHz, 12MB, 12 nhân, 14 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","2 x 8GB","","","14"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452f47",230,"Inspiron 5440 G14 - N4I7204W1","Dell","Văn phòng",23390000,"Intel® Core™ 7 150U (1.8 GHz - 5.4 GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","2 x 8GB","","","14"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452f44",227,"Inspiron 15 3530 (N3530-i3U085W11SLU)","Dell","Văn phòng",12490000,"Intel® Core™ i3-1305U (1.6 GHz - 4.5 GHz, 10MB, 5 nhân, 6 luồng)","Onboard graphics   () + Intel® UHD Graphics","1 x 8GB","","","15.6"" WVA (1920 x 1080), 120Hz",1
"68ca54d976a72c2aed452f4e",237,"Prestige 13 AI Evo A1MG-062VN","Msi","Văn phòng",32390000,"Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz, 24MB, 16 nhân, 22 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","32GB Onbard","","","13.3"" OLED (2880 x 1800), 60Hz",1
"68ca54d976a72c2aed452f24",195,"Nitro V 16 ProPanel ANV16-41-R36Y","Acer","Gaming",29490000,"AMD Ryzen™ 7 8845HS (3.8 GHz - 5.1 GHz, 16MB, 8 nhân, 16 luồng)","GeForce RTX™ 4050 6GB GDDR6 (194 AI TOPs) + AMD Radeon 780M","1 x 16GB","","","16"" IPS (1920 x 1200), 165Hz",1
"68ca54d976a72c2aed452f3e",221,"Inspiron 15 3520 - 25P2312","Dell","Văn phòng",15490000,"Intel® Core™ i5-1235U (1.3 GHz - 4.4 GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","2 x 8GB","","","15.6"" WVA (1920 x 1080), 120Hz",1
"68ca54d976a72c2aed452f49",232,"Gaming Nitro V ANV15-51-53NE","Acer","Gaming",16790000,"Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz, 12MB, 8 nhân, 12 luồng)","GeForce RTX™ 2050 4GB GDDR6 (104 AI TOPs) + Intel® Iris® Xe Graphics","2 x 8GB","","","15.6"" IPS (1920 x 1080), 144Hz",1
"68ca54d976a72c2aed452f56",245,"Sword 16 HX B14VFKG-045VN","Msi","Gaming",35990000,"Intel® Core™ i7-14700HX (2.1 GHz - 5.5 GHz, 33MB, 20 nhân, 28 luồng)","GeForce RTX™ 4060 8GB GDDR6 (233 AI TOPS) + Intel® UHD Graphics","2 x 8GB","","","16"" IPS (2560 x 1600), 240Hz",1
"68ca54d976a72c2aed452f22",193,"ThinkPad E16 G2 T - 21MA004HVN","Lenovo","Văn phòng",28590000,"Intel® Core™ Ultra 7-155U (1.7 GHz - 4.8 GHz, 12MB, 12 nhân, 14 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","1 x 16GB","","","16"" IPS (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452f4a",233,"Gaming Nitro V ANV15-51-91T5","Acer","Gaming",30790000,"Intel® Core™ i9-13900H (2.6 GHz - 5.4 GHz, 24MB, 14 nhân, 20 luồng)","GeForce RTX™ 4060 8GB GDDR6 (233 AI TOPS) + Intel® Iris® Xe Graphics","1 x 16GB","","","15.6"" IPS (1920 x 1080), 144Hz",1
"68ca54d976a72c2aed452f35",212,"Predator Helios Neo 14 PHN14-51-96HG","Acer","Gaming",58390000,"Intel® Core™ Ultra 9-185H (3.9 GHz - 5.1 GHz, 24MB, 16 nhân, 22 luồng)","GeForce RTX™ 4070 8GB GDDR6 (321 AI TOPs) + Intel® UHD Graphics","32GB Onboard","","","14.5"" IPS (3072 x 1920), 165Hz",1
"68ca54d976a72c2aed452f40",223,"IdeaPad Slim 5 14IMH9 - 83DA006UVN","Lenovo","Văn phòng",24490000,"Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz, 24MB, 16 nhân, 22 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","16GB Onboard","","","14"" OLED (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452f52",241,"Legion Pro 7 16IRX9H - 83DE001MVN","Lenovo","Gaming",101990000,"Intel® Core™ i9-14900HX (2.2 GHz - 5.8 GHz, 36MB, 24 nhân, 32 luồng)","GeForce RTX™ 4090 16GB GDDR6 (686 AI TOPs) + Intel® UHD Graphics 770","2 x 16GB","","","16"" IPS (2560 x 1600), 240Hz",1
"68ca54d976a72c2aed452f67",262,"Vostro 5630 (V5630-i5P085W11GRU)","Dell","Văn phòng",17990000,"Intel® Core™ i5-1340P (1.9 GHz - 4.6 GHz, 18MB, 12 nhân, 16 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","8GB Onboard","","","16"" WVA (1920 x 1200), 60Hz",1
"68ca54d976a72c2aed452f4d",236,"Cyborg 15 A13UC-861VN","Msi","Gaming",17990000,"Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz, 12MB, 8 nhân, 12 luồng)","GeForce RTX™ 3050 4GB GDDR6 (143 AI TOPs) + Intel® Iris® Xe Graphics","2 x 8GB","","","15.6"" IPS (1920 x 1080)",1
"68ca54d976a72c2aed452f6c",267,"Katana 15 B13VFK - 676VN","Msi","Văn phòng",28490000,"Intel® Core™ i7-13620H (2.4 GHz - 4.9GHz, 24MB, 10 nhân, 16 luồng)","GeForce RTX™ 4060 8GB GDDR6 (233 AI TOPS) + Intel® UHD Graphics 770","2 x 8GB","","","15.6"" IPS (1920 x 1080), 144Hz",1
"68ca54d976a72c2aed452f62",257,"Inspiron T7430 - N7430I58W1","Dell","Văn phòng",18590000,"Intel® Core™ i5-1335U (1.3 GHz - 4.6 GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","8GB Onboard","","","14"" WVA (1920 x 1080), 60Hz",1
"68ca54d976a72c2aed452f82",289,"Latitude 5350 L5350-165U-16512W","Dell","Văn phòng",30890000,"Intel® Core™ Ultra 7-165U (1.7 GHz - 4.9 GHz, 12MB, 12 nhân, 14 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","1 x 16GB","","","13.3"" IPS (1920 x 1080), 60Hz",1
"68ca54d976a72c2aed452f64",259,"Gaming Aspire 7 A715-76G-5806","Acer","Gaming",17490000,"Intel® Core™ i5-12450H (2.0 GHz - 4.4 GHz, 12MB, 8 nhân, 12 luồng)","GeForce RTX™ 3050 4GB GDDR6 (143 AI TOPs) + Intel® UHD Graphics","2 x 8GB","","","15.6"" IPS (1920 x 1080), 144Hz",1
"68ca54d976a72c2aed452fac",331,"LOQ 15IAX9 - 83GS004BVN","Lenovo","Gaming",21490000,"Intel® Core™ i5-12450HX (2.4 GHz - 4.4 GHz, 12MB, 8 nhân, 12 luồng)","GeForce RTX™ 3050 6GB GDDR6 (143 AI TOPs) + Intel® UHD Graphics 710","1 x 12GB","","","15.6"" IPS (1920 x 1080), 144Hz",1
"68ca54d976a72c2aed452fad",332,"Swift Go AI 2024 Gen 2 SFG14-73-53X7","Acer","Văn phòng",21990000,"Intel® Core™ Ultra 5-125H (3.6 GHz - 4.5 GHz, 18MB, 14 nhân, 18 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","1 x 16GB","","","14"" IPS (2880 x 1800), 120Hz",1
"68ca54d976a72c2aed452f76",277,"IdeaPad Slim 3 15IRH10 - 83K1002NVN","Lenovo","Văn phòng",19490000,"Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz, 12MB, 8 nhân, 12 luồng)","Onboard graphics   () + Intel® UHD Graphics","24GB (16GB + 8GB Onboard)","","","15.1"" IPS (2560 x 1600), 165Hz",1
"68ca54d976a72c2aed452fa3",322,"Latitude 3440 L3440-I51235U-16G512G","Dell","Văn phòng",18990000,"Intel® Core™ i5-1235U (1.3 GHz - 4.4 GHz, 12MB, 10 nhân, 12 luồng)","Onboard graphics   () + Intel® Iris® Xe Graphics","2 x 8GB","","","14"" WVA (1920 x 1080), 60Hz",1
"68ca54d976a72c2aed452f83",290,"Gaming Predator Helios 18 AI PH18-73-98AQ","Acer","Gaming",145790000,"Intel® Core™ Ultra 9-275HX (2.7 GHz - 5.4 GHz, 36MB, 24 nhân, 24 luồng)","GeForce RTX™ 5090 24GB GDDR7 (1824 AI TOPS) + Intel® Arc™ Graphics","4 x 48GB","","","18"" Mini LED IPS (3840 x 2400), 120Hz",1
"68ca54d976a72c2aed452f8b",298,"Latitude 5450","Dell","Văn phòng",23490000,"Intel Core Ultra 5-125U (1.3 GHz - 4.3 GHz, 12MB, 12 nhân, 14 luồng)","Onboard graphics   () + Intel® Arc™ Graphics","2 x 8GB","","","14"" IPS (1920 x 1080), 60Hz",1
